COUNTRY,ISO3,Earthquake,Flood,Tsunami,Tropical Cyclone,Drought,Natural,Projected Conflict Risk,Current Highly Violent Conflict Intensity,Human,HAZARD & EXPOSURE,Development & Deprivation,Inequality,Aid Dependency,Socio-Economic Vulnerability,Uprooted people,Health Conditions,Children U5,Recent Shocks,Food Security,Other Vulnerable Groups,Vulnerable Groups,VULNERABILITY,DRR,Governance,Institutional,Communication,Physical infrastructure,Access to health care,Infrastructure,LACK OF COPING CAPACITY,INFORM RISK,Rank,Missing Indicators,

Afghanistan,AFG,8.9,6.6,0,0,6.7,5.5,10,10,10,8.6,6.5,5.1,9.3,6.9,8.9,1.2,7.4,0.3,7.1,4.8,7.4,7.2,6.3,8.4,7.4,7.9,8.5,9.1,8.5,8,7.9,3,2

Albania,ALB,6.3,4.5,7.5,0,5.1,5.1,0.4,0,0.3,3,2,2.2,2.9,2.3,0,0.3,1.3,1.5,4.3,2,1,1.7,x,6.2,6.2,2.4,1.6,5.2,3.1,4.8,2.9,111,2

Algeria,DZA,5.2,5.3,3.9,0,2.6,3.6,5.3,8,8,6.3,3.6,5.7,0.2,3.3,5.3,0.6,1.4,0.00E+00,3.1,1.3,3.6,3.5,3.5,6.3,4.9,4.7,4.8,5.2,4.9,4.9,4.8,37,2

Angola,AGO,0.1,4.4,0,0,4.3,2,3.7,0,2.6,2.3,6.5,4.4,0.4,4.5,4.2,6.2,6.8,0,5.4,5.1,4.7,4.6,5.3,7.8,6.6,6.7,8.4,7.4,7.5,7.1,4.2,62,2

Antigua and Barbuda,ATG,8.2,0.1,0,5.3,0,3.7,0,0,0,2,2.7,x,0.6,2,0,0.2,0.7,0,6.5,2.4,1.3,1.7,5.4,4,4.7,2.2,0.5,3.5,2.1,3.5,2.3,144,10

Argentina,ARG,5,6.3,0,0,1.8,3.1,2.4,0,1.7,2.4,1.2,4.9,0.1,1.9,1.8,0.4,0.8,0.1,0,0.3,1.1,1.5,3.8,6.1,5,1.5,2.9,1.9,2.1,3.7,2.4,138,2

Armenia,ARM,8,4,0,0,3.3,3.8,0.1,0,0.1,2.1,1.9,2.8,2.8,2.4,5.1,0.4,1.2,0.5,4.5,1.8,3.6,3,7.5,5.6,6.6,2.5,1.4,4.3,2.7,5,3.2,100,0

Australia,AUS,3.8,5.4,7.5,5.3,5.6,5.7,0.2,0,0.1,3.4,0.3,1.9,0,0.6,4.4,0.3,0.3,0.1,1.6,0.6,2.7,1.7,2.4,1.9,2.2,1.7,3,1.1,1.9,2.1,2.3,144,5

Austria,AUT,3.9,5.5,0,0,0.6,2.3,0.1,0,0.1,1.3,1.1,1,0,0.8,5.5,0.5,0.3,0,1,0.5,3.4,2.2,2,2.4,2.2,1.5,0,2,1.2,1.7,1.7,167,4

Azerbaijan,AZE,7.9,5,0,0,2.6,3.8,0.7,0,0.5,2.3,1.7,3.3,0.3,1.8,9,0.6,2.3,0,1.6,1.2,6.5,4.6,x,6.5,6.5,2.1,3.6,2.9,2.9,5,3.8,80,3

Bahamas,BHS,0.1,0.1,0,8.8,1.1,3.2,0,0,0,1.7,2.5,4.2,0,2.3,0,3.3,1,0,2.4,1.8,0.9,1.6,x,3.1,3.1,3,2.2,3.1,2.8,3,2,154,7

Bahrain,BHR,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,2.1,3.4,0,1.9,1.1,0.3,0.5,0,3.6,1.2,1.2,1.6,3.8,4.5,4.2,0.9,0,3.8,1.6,3,0.8,188,6

Bangladesh,BGD,8.6,10,9.4,7.1,5.4,8.6,7.2,0,5,7.2,5.1,4.5,0.9,3.9,7,1.5,5.5,1.4,6,3.9,5.7,4.9,3,7.1,5.1,6.7,5.1,7.2,6.3,5.7,5.9,20,0

Barbados,BRB,0.1,0.1,0,5.9,0.7,1.7,0,0,0,0.9,2.7,4.7,0.1,2.6,0,0.9,1,0,3.8,1.5,0.8,1.7,2.8,2.5,2.7,2.7,0.2,4.4,2.4,2.6,1.6,170,5

Belarus,BLR,0.1,6.6,0,0,0,1.8,1.8,0,1.3,1.6,1.3,1.2,0.3,1,0.9,1.2,0.4,0.2,4.1,1.6,1.3,1.2,2.8,6.9,4.9,2.1,0.3,2.2,1.5,3.4,1.9,161,2

Belgium,BEL,2.7,3.7,0,0,0,1.4,0,0,0,0.7,1.1,0.9,0,0.8,4.5,0.4,0.3,0,1.4,0.5,2.7,1.8,x,2.1,2.1,2,0,0.3,0.8,1.5,1.2,180,6

Belize,BLZ,3.4,8.3,5.8,3.5,0,4.8,0,0,0,2.7,1.9,5.8,3.3,3.2,0,1.2,1.2,0,4.6,1.9,1,2.2,x,5.4,5.4,4.6,2.9,5.8,4.4,4.9,3.1,104,4

Benin,BEN,0.1,4.8,0,0,0,1.2,1.9,0,1.3,1.3,7.6,6.4,3.8,6.4,0,4.3,5.6,0.1,4.6,3.9,2.2,4.6,5.5,6.1,5.8,7.7,7.4,9.7,8.3,7.2,3.5,89,0

Bhutan,BTN,7,4.2,0,0,0,2.8,0.2,0,0.1,1.5,3.9,5,6.6,4.9,0,1.1,2.8,0,4.5,2.3,1.2,3.3,4.5,3.9,4.2,5.7,5.1,6.4,5.7,5,2.9,111,0

Bolivia,BOL,6,5,0,0,4.1,3.4,1,0,0.7,2.2,2.8,5.9,2.1,3.4,0.9,0.9,2,2.6,6.4,3.3,2.2,2.8,5.6,6.2,5.9,3.4,5.6,6.2,5.1,5.5,3.2,100,0

Bosnia and Herzegovina,BIH,6.4,7.1,0,0,2.2,3.8,2.5,0,1.8,2.9,1.9,2.4,4,2.6,7.1,0.8,0.4,10,3.9,5.7,6.5,4.8,x,6,6,2.5,1.1,4.9,2.8,4.6,4,70,3

Botswana,BWA,0.1,4.6,0,0,6.2,2.6,0.4,0,0.3,1.5,4.1,7.7,1.2,4.3,2.4,5.9,3.1,0.1,7.2,4.6,3.6,4,5.6,4.1,4.9,4.3,4.8,5.7,4.9,4.9,3.1,104,1

Brazil,BRA,2.3,7.9,0,0,4.5,3.7,5.2,0,3.6,3.7,1.7,6.4,0.1,2.5,1.5,0.6,0.8,6.9,3.5,3.4,2.5,2.5,4.3,5.5,4.9,2.3,3.8,3.7,3.3,4.1,3.4,94,0

Brunei Darussalam,BRN,0.1,1.6,0,0.2,1.1,0.6,0,0,0,0.3,1.5,x,0,1,0,1.1,0.8,0,3.7,1.5,0.8,0.9,6,3.7,4.9,2.8,7.2,3.6,4.5,4.7,1.1,182,8

Bulgaria,BGR,6.5,4.4,0,0,2.6,3.1,1.5,0,1.1,2.2,2.7,2.6,0,2,3.5,0.4,0.7,0.1,4.4,1.6,2.6,2.3,3.2,5.2,4.2,2,1.3,2.6,2,3.2,2.5,134,2

Burkina Faso,BFA,0.1,4.2,0,0,5.9,2.4,3.8,0,2.7,2.6,9.4,5.9,4.6,7.3,4.5,4.3,6.7,10,6,7.5,6.2,6.8,3.2,6.2,4.7,8.6,7,7.5,7.7,6.4,4.8,37,0

Burundi,BDI,3.8,3.7,0,0,4.1,2.5,2.6,0,1.8,2.2,8.7,6.7,6.1,7.6,6.6,3.5,7.1,0.1,9.2,6.1,6.4,7,4.6,7.6,6.1,7.7,6.1,5.7,6.5,6.3,4.6,42,2

Cabo Verde,CPV,0.1,0.1,0,0,6.9,2,0.1,0,0.1,1.1,4.8,4.7,9.6,6,0,1.2,2,0.2,4.8,2.2,1.2,4,3.4,4.6,4,4,3,6.6,4.5,4.3,2.7,122,4

Cambodia,KHM,0.1,9.4,0.9,1.80E+00,3.5,4.4,1.6,0,1.1,2.9,4.7,4.2,2.9,4.1,0,3,4.7,1.8,5.5,3.9,2.2,3.2,6.8,7.4,7.1,5.8,6.5,6.8,6.4,6.8,4,70,0

Cameroon,CMR,1,5.4,0,0,2.7,2.1,5.3,0,3.7,2.9,5.9,6.1,1.6,4.9,7.2,7.2,5.5,0.7,5,5,6.2,5.6,2.6,7,4.8,6.3,6.7,8.1,7,6,4.6,42,0

Canada,CAN,5,5.1,7.9,1.7,2.8,4.9,2,0,1.4,3.3,0.7,2,0,0.9,5.9,0.4,0.4,0.1,0.9,0.5,3.7,2.4,2.8,1.7,2.3,2.4,2.9,1.9,2.4,2.4,2.7,122,4

Central African Republic,CAF,0.7,5.2,0,0,0,1.4,10,10,10,7.8,8.9,8.3,7,8.3,9,7.4,8.1,0,9.2,7.2,8.2,8.3,x,8.1,8.1,9.2,8.2,10,9.1,8.7,8.3,2,3

Chad,TCD,0.1,6.4,0,0,5.1,2.8,5.1,0,3.6,3.2,8.9,7,2.4,6.8,8.7,5.9,8.8,3,8.7,7.2,8,7.4,x,7.9,7.9,9.2,9.8,10,9.7,9,6,18,4

Chile,CHL,9.8,5.4,10,3.1,0.4,7.4,1.3,0,0.9,5,2,5.6,0.1,2.4,1.3,0.5,0.4,2.7,3.9,2,1.7,2.1,3.2,2.6,2.9,1.6,2.8,4.4,2.9,2.9,3.1,104,2

China,CHN,8,8.4,9.4,8.8,4.6,8.2,7.3,0,5.1,6.9,2,2.9,0,1.7,5.3,0.5,0.9,2.8,4.3,2.3,4,2.9,2.5,5.8,4.2,2.9,4.2,4.4,3.8,4,4.3,56,0

Colombia,COL,8.5,6.5,9.4,2.8,1.4,6.7,4.3,7,7,6.9,2,6.6,0.5,2.8,10,0.5,1.1,0.1,4.5,1.7,7.9,5.9,3,5.6,4.3,2.7,4.3,5.2,4.1,4.2,5.6,24,0

Comoros,COM,0.1,0.1,0,2.4,1.1,0.8,0.1,0,0.1,0.5,7.1,9.8,6.4,7.6,0,4.3,6,1.3,4.8,4.3,2.4,5.6,7.8,7.7,7.8,6.2,5.2,7.4,6.3,7.1,2.7,122,7

Congo,COG,1.2,6.2,0,0,0,1.9,0.3,0,0.2,1.1,4.7,6,1.1,4.1,6.3,7.3,3.2,0,8.5,5.7,6,5.1,x,7.6,7.6,6,8,8,7.3,7.5,3.5,89,1

Congo DR,COD,4,7.2,0,0,0,2.9,9.9,7,7,5.3,8.7,6.9,4.2,7.1,9.1,6,7.2,0,9.2,6.6,8.1,7.6,7.5,8,7.8,8.1,8.9,7.8,8.3,8.1,6.9,8,3

Costa Rica,CRI,9.6,3.4,9.4,0.6,0.7,6.5,0.2,0,0.1,4,2.9,5.3,0.2,2.8,4.5,0.2,0.5,0.6,4.2,1.5,3.1,3,1.5,4.4,3,2.2,2.2,4.6,3,3,3.3,95,1

C̫te d'Ivoire,CIV,0.1,5.4,0,0,0.6,1.5,3.9,0,2.7,2.1,6.8,6.6,3.3,5.9,7.3,5.3,5.6,0,4.7,4.2,6,6,7.8,7,7.4,6.7,7.1,9.5,7.8,7.6,4.6,42,0

Croatia,HRV,7.1,6.9,7.7,0,0.9,5.3,0.2,0,0.1,3.1,2.1,2.3,0,1.6,1.1,0.2,0.3,0.1,4.1,1.3,1.2,1.4,4.4,4.4,4.4,2.1,0.1,2.9,1.7,3.2,2.4,138,3

Cuba,CUB,5.7,3.5,1.8,8.5,3.5,5.1,3.3,0,2.3,3.8,2.1,4.7,0.2,2.3,0,0.3,0.5,0.1,0.5,0.4,0.2,1.3,2.5,5.7,4.1,4,1.8,1.3,2.4,3.3,2.5,134,6

Cyprus,CYP,6.8,0,6.2,0,1.8,3.6,0.2,0,0.1,2,1.6,1.8,0,1.3,8.9,0.2,0.3,0,4.2,1.4,6.5,4.4,x,3,3,2.2,0,3.4,1.9,2.5,2.8,117,5

Czech Republic,CZE,2.2,5.3,0,0,1.1,2,0.5,0,0.4,1.2,1.4,0.8,0,0.9,2.1,0.2,0.4,3.1,3.5,1.9,2,1.5,2.5,4.1,3.3,1.9,0,1.5,1.1,2.3,1.6,170,3

Denmark,DNK,0.1,2,0,0,0.4,0.5,0.1,0,0.1,0.3,0.8,0.7,0,0.6,4.2,0.3,0.3,0,1.6,0.6,2.6,1.7,2.7,1,1.9,1.4,0,1.2,0.9,1.4,0.9,187,4

Djibouti,DJI,5.7,0.1,0,0,9.4,4.5,0.7,0,0.5,2.7,5.2,x,4.2,4.9,5,4,6,0,4.2,3.8,4.4,4.7,5.5,7,6.3,7.4,5.6,8.6,7.2,6.8,4.4,52,5

Dominica,DMA,5.4,0.1,0,7.4,0,3.3,0,0,0,1.8,3.6,x,6.4,4.5,0,0.1,0.9,0,4.8,1.7,0.9,2.9,x,3.9,3.9,2.7,1.1,5,2.9,3.4,2.6,129,11

Dominican Republic,DOM,8.8,4.5,5.8,8.9,0.6,6.6,1.4,0,1,4.4,2.1,6,0.5,2.7,0.8,0.8,1.6,0.2,5.4,2.3,1.6,2.2,4.6,6.4,5.5,3.3,3,5.7,4,4.8,3.6,87,0

Ecuador,ECU,9.3,6.5,9.9,0,2.1,7.1,0.3,0,0.2,4.5,3.7,5.6,0.3,3.3,6.2,0.6,1.6,0.1,5.2,2.1,4.5,3.9,3,6.4,4.7,3.1,4,5.6,4.2,4.5,4.3,56,1

Egypt,EGY,6,7.2,7.3,0,1.1,5,5.1,7,7,6.1,2.3,4.6,1.6,2.7,6,0.2,1.6,0,3,1.3,4,3.4,4.2,6.6,5.4,4.1,3.3,4.2,3.9,4.7,4.6,42,0

El Salvador,SLV,7.5,3.1,9.2,2.2,2.7,5.8,0.4,0,0.3,3.5,4.4,5.1,0.9,3.7,0,0.6,1.4,1.7,5.2,2.4,1.3,2.6,5.2,5.7,5.5,3.4,2.9,5.2,3.8,4.7,3.5,89,1

Equatorial Guinea,GNQ,0.1,4.4,0,0,1.1,1.3,0.3,0,0.2,0.8,6.1,x,0.3,4.2,0,7.5,4.9,0,1.7,4.2,2.3,3.3,x,8.2,8.2,4.9,7.2,8.1,6.7,7.5,2.7,122,7

Eritrea,ERI,2.3,3,0,0,6.9,2.9,2.9,0,2,2.5,8.8,x,1.2,6.3,3.8,1,5.8,0,9.8,5.8,4.9,5.6,x,8.2,8.2,7.9,9.1,5.4,7.5,7.9,4.8,37,7

Estonia,EST,0.1,3.9,0,0,0,0.9,0.1,0,0.1,0.5,1.7,2,0,1.4,0.8,1.5,0.3,0,3.7,1.5,1.2,1.3,x,3.1,3.1,0.9,0.1,2.9,1.3,2.2,1.1,182,4

Ethiopia,ETH,5.2,5.6,0,0,5.8,3.8,9.5,0,6.7,5.4,9.2,4.8,3.6,6.7,7.9,3.4,5.3,0,8.2,4.9,6.6,6.7,2.9,6.4,4.7,8.7,8.6,9.1,8.8,7.3,6.4,13,0

Fiji,FJI,5.9,0.1,8.9,7,1.9,5.7,0.2,0,0.1,3.4,3.5,4.5,3.1,3.7,0,0.6,1.8,0,4.1,1.8,0.9,2.4,0.1,6.9,3.5,5,3.4,6.4,4.9,4.2,3.2,100,7

Finland,FIN,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,1.1,0.9,0,0.8,3.8,0.2,0.2,0,2.1,0.7,2.4,1.6,2.2,0.9,1.6,1.3,0.6,1.1,1,1.3,0.6,190,5

France,FRA,2.8,6.3,6.1,0,1.6,3.8,4.7,0,3.3,3.6,1,1.4,0,0.9,6.2,0.5,0.3,0,1.8,0.7,4,2.6,2.9,2.6,2.8,2.2,0,1.4,1.2,2,2.7,122,4

Gabon,GAB,1.8,4.4,0,0,0.6,1.5,0.3,0,0.2,0.9,2.6,5.6,1.2,3,1.4,7.5,2.9,0,4.4,4.3,3,3,6.7,6.4,6.6,3.4,5.9,8.7,6,6.3,2.6,129,1

Gambia,GMB,0.1,3,0,0,3.4,1.4,0.2,0,0.1,0.8,7.1,7,5.7,6.7,4.3,4.5,4.6,0,3.6,3.4,3.9,5.5,3,6.8,4.9,6.8,4.2,6.8,5.9,5.4,2.9,111,0

Georgia,GEO,8,5.2,0,0,2.5,3.9,5.3,0,3.7,3.8,1.7,4.1,4.3,3,8.2,0.9,0.6,0.5,2.7,1.2,5.7,4.5,4.7,4.4,4.6,2.3,1.1,3.2,2.2,3.5,3.9,77,3

Germany,DEU,2.7,5.8,0,0,0.6,2.1,2,0,1.4,1.8,0.6,1,0,0.6,6,0.3,0.3,0,1.6,0.6,3.8,2.3,2.7,2.1,2.4,1.8,0,0.3,0.7,1.6,1.9,161,3

Ghana,GHA,0.1,4.7,0,0,0.6,1.3,1.7,0,1.2,1.3,4.2,5.9,2.2,4.1,3.6,3.3,4.6,0.1,3.3,3,3.3,3.7,3.4,5.2,4.3,5.4,6.7,7,6.4,5.4,3,110,0

Greece,GRC,7.8,3,9,0,0.9,5.3,2.4,0,1.7,3.7,1.5,2.2,0,1.3,3.3,0.3,0.3,0.4,3.7,1.3,2.4,1.9,2.3,4.9,3.6,2.2,0,0.7,1,2.4,2.6,129,3

Grenada,GRD,5.4,0.1,0,1.3,0.7,1.8,0,0,0,0.9,3.2,x,2.2,2.9,0,0.1,0.9,0,6.5,2.4,1.3,2.1,4.7,4.5,4.6,3.7,0.3,4.5,2.8,3.8,1.9,161,11

Guatemala,GTM,9.3,4.5,8.2,3,3.8,6.5,1.6,0,1.1,4.3,5,6.9,0.8,4.4,7.2,0.8,2.7,4.4,5.5,3.6,5.7,5.1,5.5,6.6,6.1,4.8,4.5,8.2,5.8,6,5.1,29,1

Guinea,GIN,0.1,4.6,7,0,0.9,3.1,5.6,0,3.9,3.5,9.4,2.2,3.8,6.2,3,5.5,5.7,0,5.6,4.5,3.8,5.1,5,7.6,6.3,8.5,7.4,9.9,8.6,7.6,5.1,29,1

Guinea-Bissau,GNB,0.1,2.8,2.6,0,2.4,1.7,0.9,0,0.6,1.2,9.3,x,4.8,7.8,3.9,8.1,6.7,0,5.3,5.7,4.9,6.6,7.8,8,7.9,7,7.3,9.2,7.8,7.9,4,70,4

Guyana,GUY,0.1,4.9,4,0,3.6,2.8,0.2,0,0.1,1.5,2.7,7,3.9,4.1,0,1.7,2.7,0,3.1,1.9,1,2.7,x,6.2,6.2,4.5,4,6.1,4.9,5.6,2.8,117,4

Haiti,HTI,6.7,3.9,6.1,8.7,3.2,6.1,3.9,0,2.7,4.6,6.1,8,7.3,6.9,5.1,2.7,4.1,5.8,8.9,6,5.6,6.3,6.7,8.1,7.4,7.6,6.1,9.7,7.8,7.6,6,18,1

Honduras,HND,6.5,5.4,7.6,4.5,4.9,5.9,1.4,0,1,3.9,3.4,7.3,2.7,4.2,4.7,0.7,1.7,5.8,4.9,3.6,4.2,4.2,5.2,6.8,6,4.6,4.1,5.8,4.8,5.4,4.5,50,1

Hungary,HUN,3.5,8,0,0,2.4,3.5,0.6,0,0.4,2.1,2,2.2,0,1.6,2,0.3,0.5,0,4.6,1.6,1.8,1.7,1.4,4.2,2.8,1.7,0.1,2.1,1.3,2.1,2,154,3

Iceland,ISL,6.1,0.1,0,0,0,1.7,0,0,0,0.9,0.9,0.8,0,0.7,1.2,0.4,0.2,0,2.4,0.8,1,0.9,x,2.1,2.1,1.6,2.6,1.2,1.8,2,1.2,180,6

India,IND,7.9,8.5,8.9,7.5,4.9,7.8,9.9,0,6.9,7.4,5.4,4.9,0.1,4,6.3,1.3,6.9,0.3,5.9,4.2,5.3,4.7,1.8,5.8,3.8,5.9,5.2,7.2,6.1,5.1,5.6,24,0

Indonesia,IDN,8.5,8.1,9.9,2.5,2.3,7.4,7.8,0,5.5,6.5,2.3,5,0,2.4,3.6,1.5,3.4,0.2,4.6,2.6,3.1,2.8,3.3,6.1,4.7,3.5,5.3,8.1,5.6,5.2,4.6,42,0

Iran,IRN,10,6.4,6.5,0.3,4.8,6.7,2,0,1.4,4.6,3.1,5.1,0.1,2.9,8,0.2,1.2,0.3,3.6,1.4,5.6,4.4,4.4,6.9,5.7,3.8,3.7,4.4,4,4.9,4.6,42,1

Iraq,IRQ,6.7,9.5,0,0,2,5.1,8.3,10,10,8.5,2.7,4.2,1.7,2.8,10,0.4,2.1,0,6.6,2.8,8.1,6.1,8.4,7.8,8.1,4.6,4.4,8.8,5.9,7.1,7.2,6,1

Ireland,IRL,0.1,3.8,6,0,0,2.4,0.1,0,0.1,1.3,0.8,1.7,0,0.8,3,0.4,0.3,0,0.7,0.4,1.8,1.3,x,2.4,2.4,2.3,0.5,1.6,1.5,2,1.5,173,5

Israel,ISR,6.4,2.1,4.3,0,2,3.3,3.4,0,2.4,2.9,1,2.9,0,1.2,5,0.3,0.3,0,2.3,0.8,3.2,2.3,x,3.3,3.3,1.9,0,1.5,1.1,2.3,2.5,134,4

Italy,ITA,6.5,5.1,8.5,0,1.6,5.1,5.1,0,3.6,4.4,1.2,1.8,0,1.1,5.1,0.4,0.3,0,2.4,0.8,3.2,2.2,2.4,4.9,3.7,1.6,0,1.3,1,2.5,2.9,111,3

Jamaica,JAM,6.2,3,0,6.9,0.4,3.9,0.3,0,0.2,2.2,3.6,5.6,0.5,3.3,0,1.9,0.9,1.7,4.7,2.4,1.3,2.4,3.3,5.6,4.5,3.6,1.9,6.4,4,4.3,2.8,117,2

Japan,JPN,10,3.6,10,9.9,0,8.5,2.5,0,1.8,6.2,0.9,1.8,0,0.9,0.7,0.3,0.2,0,3.5,1.1,0.9,0.9,1.9,2.1,2,1.7,0,1.5,1.1,1.6,2.1,149,4

Jordan,JOR,6.5,1.7,0,0,3.7,2.8,1.9,0,1.3,2.1,1.7,4.4,6.4,3.6,10,0.1,1.1,0,3.4,1.3,7.8,6.1,6.1,5.2,5.7,2.2,2.5,3.8,2.8,4.4,3.8,80,2

Kazakhstan,KAZ,6.7,5.6,0,0,2.8,3.5,0.9,0,0.6,2.2,1.6,2.6,0.2,1.5,0,1.5,1.2,0.1,0.9,0.9,0.5,1,3.8,6.6,5.2,1.6,3.7,2.6,2.6,4,2.1,149,3

Kenya,KEN,4.1,5.2,5,0,5.6,4.2,8.5,7,7,5.8,5.3,6.5,3.4,5.1,8.1,7.2,4.5,1.8,6.8,5.4,7,6.1,3.9,6.8,5.4,6.3,8.1,8.1,7.5,6.6,6.2,16,0

Kiribati,KIR,4.5,0.1,8.8,0,5.1,4.7,0.1,0,0.1,2.7,5.3,x,10,6.9,0,9,4.5,0.1,0.8,4.8,2.7,5.2,x,6.7,6.7,7.4,4.7,6.9,6.3,6.5,4.5,50,12

Korea DPR,PRK,0.1,7.4,3.1,5.3,2.3,4.1,2.6,0,1.8,3,7.4,x,0.2,5,0,2.6,3.2,0.8,9.2,5.1,2.9,4,x,9.1,9.1,6.7,3.1,1,3.6,7.2,4.4,52,8

Korea Republic of,KOR,2,4.7,7.8,9.3,0.4,5.9,0.5,0,0.4,3.6,0.9,1.3,0,0.8,0.1,0.7,0.3,0,2.2,0.8,0.5,0.7,1.5,3.7,2.6,2,0.1,2.2,1.4,2,1.7,167,4

Kuwait,KWT,5.8,0.3,0,0,3.4,2.2,0.7,0,0.5,1.4,2.1,3.8,0,2,1.1,0.4,0.6,0,3.5,1.2,1.2,1.6,x,5.4,5.4,0.8,1.7,2.2,1.6,3.7,2,154,5

Kyrgyzstan,KGZ,9.7,5.3,0,0,5.2,5.4,1.5,0,1.1,3.5,2.9,3.4,4.3,3.4,0.9,1,1.3,0,2,1.1,1,2.3,3.7,6.9,5.3,2.7,3.6,5.1,3.8,4.6,3.3,95,2

Lao PDR,LAO,3.7,9.1,0,2.8,1.4,4.4,1.6,0,1.1,2.9,4.6,5,2.6,4.2,2.6,1.3,5.7,0.6,6.3,3.9,3.3,3.8,6.1,7,6.6,5.9,5.7,7.5,6.4,6.5,4.2,62,0

Latvia,LVA,0.1,6.4,0,0,0,1.8,0.1,0,0.1,1,2.1,2.9,0,1.8,0.9,1.2,0.6,0,3.6,1.5,1.2,1.5,x,3.9,3.9,1.6,0.8,2.6,1.7,2.9,1.6,170,4

